is_canceled,is_repeated_guest,CPI_AVG,INFLATION_CHG,CSMR_SENT,UNRATE,INTRSRT,GDP,FUEL_PRCS,CPI_HOTELS,US_GINI,DIS_INC,total_stay,arrival_date_month_sin,arrival_date_month_cos,meal_FB,meal_HB,meal_SC,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,reservation_status_Check-Out,reservation_status_No-Show
0.0,0.0,0.49606433949349693,0.6666666666666666,0.5221238938053103,0.4285714285714288,0.25,0.49925949413835014,0.0,0.5830692872158901,41.2,0.40435835351089366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
