iter	Accuracy	Logloss
862	0.7158854365	0.5902539342
863	0.7158854365	0.5902539342
864	0.7158854365	0.5902539341
865	0.7158854365	0.590253934
866	0.7158854365	0.590253934
867	0.7158854365	0.590253934
868	0.7158854365	0.590253934
869	0.7158854365	0.590253934
870	0.7158854365	0.5902539338
871	0.7158854365	0.5902539338
872	0.7158854365	0.5902539338
873	0.7158854365	0.5902539337
874	0.7158854365	0.5902539334
875	0.7158854365	0.5902539334
876	0.7158854365	0.5902539334
877	0.7158854365	0.5902539334
878	0.7158854365	0.5902539334
879	0.7158854365	0.5902539334
880	0.7158854365	0.5902539334
881	0.7158854365	0.5902539334
882	0.7158854365	0.5902539334
883	0.7158854365	0.5902539333
884	0.7158854365	0.5902539331
885	0.7158854365	0.5902539331
886	0.7158854365	0.5902539331
887	0.7158854365	0.5902539331
888	0.7158854365	0.5902539331
889	0.7158854365	0.5902539331
890	0.7158854365	0.5902539329
891	0.7158854365	0.5902539329
892	0.7158854365	0.5902539327
893	0.7158854365	0.5902539327
894	0.7158854365	0.5902539327
895	0.7158854365	0.5902539326
896	0.7158854365	0.5902539326
897	0.7158854365	0.5902539326
898	0.7158854365	0.5902539326
899	0.7158854365	0.5902539326
900	0.7158854365	0.5902539326
901	0.7158854365	0.5902539326
902	0.7158854365	0.5902539326
903	0.7158854365	0.5902539326
904	0.7158854365	0.5902539326
905	0.7158854365	0.5902539326
906	0.7158854365	0.5902539325
907	0.7158854365	0.5902539325
908	0.7158854365	0.5902539325
909	0.7158854365	0.5902539325
910	0.7158854365	0.5902539325
911	0.7158854365	0.5902539325
912	0.7158854365	0.5902539325
913	0.7158854365	0.5902539325
914	0.7158854365	0.5902539325
915	0.7158854365	0.5902539325
916	0.7158854365	0.5902539325
917	0.7158854365	0.5902539325
918	0.7158854365	0.5902539325
919	0.7158854365	0.5902539325
920	0.7158854365	0.5902539325
921	0.7158854365	0.5902539325
922	0.7158854365	0.5902539325
923	0.7158854365	0.5902539325
924	0.7158854365	0.5902539325
925	0.7158854365	0.5902539325
926	0.7158854365	0.5902539325
927	0.7158854365	0.5902539325
928	0.7158854365	0.5902539325
929	0.7158854365	0.5902539325
930	0.7158854365	0.5902539325
931	0.7158854365	0.5902539325
932	0.7158854365	0.5902539325
933	0.7158854365	0.5902539325
934	0.7158854365	0.5902539325
935	0.7158854365	0.5902539325
936	0.7158854365	0.5902539325
937	0.7158854365	0.5902539325
938	0.7158854365	0.5902539325
939	0.7158854365	0.5902539325
940	0.7158854365	0.5902539325
941	0.7158854365	0.5902539325
942	0.7158854365	0.5902539325
943	0.7158854365	0.5902539325
944	0.7158854365	0.5902539325
945	0.7158854365	0.5902539325
946	0.7158854365	0.5902539325
947	0.7158854365	0.5902539325
948	0.7158854365	0.5902539325
949	0.7158854365	0.5902539325
950	0.7158854365	0.5902539325
951	0.7158854365	0.5902539325
952	0.7158854365	0.5902539325
953	0.7158854365	0.5902539325
954	0.7158854365	0.5902539325
955	0.7158854365	0.5902539325
956	0.7158854365	0.5902539325
957	0.7158854365	0.5902539325
958	0.7158854365	0.5902539325
959	0.7158854365	0.5902539325
960	0.7158854365	0.5902539325
961	0.7158854365	0.5902539325
962	0.7158854365	0.5902539325
963	0.7158854365	0.5902539325
964	0.7158854365	0.5902539325
965	0.7158854365	0.5902539325
966	0.7158854365	0.5902539325
967	0.7158854365	0.5902539325
968	0.7158854365	0.5902539325
969	0.7158854365	0.5902539325
970	0.7158854365	0.5902539325
971	0.7158854365	0.5902539325
972	0.7158854365	0.5902539325
973	0.7158854365	0.5902539325
974	0.7158854365	0.5902539325
975	0.7158854365	0.5902539325
976	0.7158854365	0.5902539325
977	0.7158854365	0.5902539325
978	0.7158854365	0.5902539325
979	0.7158854365	0.5902539325
980	0.7158854365	0.5902539325
981	0.7158854365	0.5902539325
982	0.7158854365	0.5902539325
983	0.7158854365	0.5902539325
984	0.7158854365	0.5902539325
985	0.7158854365	0.5902539325
986	0.7158854365	0.5902539325
987	0.7158854365	0.5902539325
988	0.7158854365	0.5902539325
989	0.7158854365	0.5902539325
990	0.7158854365	0.5902539325
991	0.7158854365	0.5902539325
992	0.7158854365	0.5902539325
993	0.7158854365	0.5902539325
994	0.7158854365	0.5902539325
995	0.7158854365	0.5902539325
996	0.7158854365	0.5902539325
997	0.7158854365	0.5902539325
998	0.7158854365	0.5902539325
999	0.7158854365	0.5902539325
